Sentence #,Word,POS,Tag
,amaridaagee,ADJCP,
,meetettiis,VV,
,.,PUN,
,..,..,
Sentence: 1760,Luxanchchatuppe,NP,
,amaridaageeti,ADJCP,
,shugo,ADJ,
,.,PUN,
,..,..,
Sentence: 1761,Hargganchchaassi,NP,
,quma,NN,
,ubbaykka,ADJCP,
,maanawu,VC,
,banqqatenna,VV,
,.,PUN,
,..,..,
Sentence: 1762,Heeraa,ADJ,
,asa,NN,
,ubbaykka,ADJCP,
,hargganchchaa,NN,
,hosppitaaliya,NN,
,biidi,VC,
,oychchidosona,VV,
,.,PUN,
,..,..,
Sentence: 1763,Ayssi,WHA,
,ta,PP,
,tukkiyan,NP,
,maxiniya,NN,
,daruwa,ADV,
,qoladii,RV,
,?,PUN,
,..,..,
Sentence: 1764,Nuna,PP,
,xomoosiyageetuppe,NP,
,dariya,ADJ,
,baggay,NP,
,digiree,NN,
,diyogeeta,VV,
,.,PUN,
,..,..,
Sentence: 1765,Kaamiya,NN,
,laagiyageetuppe,NP,
,issoynne,AN,
,tiraafikiya,ADJ,
,seeraa,NN,
,naagenna,VV,
,.,PUN,
,..,..,
Sentence: 1766,Nu,ADJ,
,yaray,NP,
,ooninne,PP,
,citaa,NN,
,dichchaassi,NP,
,miishshaa,NN,
,peeranawu,VI,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 1767,Ha,ADJ,
,laytti,NP,
,ubba,ADJ,
,goshshanchchaykka,NP,
,xaliya,NN,
,kushiyan,NP,
,shammidi,VC,
,zerees,VV,
,.,PUN,
,..,..,
Sentence: 1768,Issi-issi,ADJ,
,oosanchchaassi,NP,
,huuphiyan-huuphiyan,ADV,
,beeroy,NP,
,gakkenna,VV,
,.,PUN,
,..,..,
Sentence: 1769,Oosanchchatuppe,NP,
,qoodan,NP,
,guuttay,ADJCP,
,oosuwappe,NP,
,kiyidosona,VV,
,.,PUN,
,..,..,
Sentence: 1770,A,ADJ,
,hareenne,NC,
,booray,NP,
,kase,ADJ,
,bantta,ADJ,
,sohuwan,NP,
,doosona,VV,
,.,PUN,
,..,..,
Sentence: 1771,Anjjulloynne,NC,
,Gaaggi,NN,
,bul77iya,NN,
,saateppe,NP,
,kase,ADV,
,onggidosona,VV,
,.,PUN,
,..,..,
Sentence: 1772,Ta,ADJ,
,ishaynne,NM,
,A,ADJ,
,keettaayiya,NF,
,gam77idi,VC,
,yiido,VC,
,gishshawu,CJ,
,nunaa,PP,
,atotettaa,NN,
,oychchidosona,VV,
,.,PUN,
,..,..,
Sentence: 1773,Luxissiyaranne,NC,
,luxanchchati,NP,
,gadaaway,NP,
,ekkido,VC,
,tangguwan,NP,
,zuuzummidosona,VV,
,.,PUN,
,..,..,
Sentence: 1774,Citay,NP,
,ba,ADJ,
,pilggettaa,NN,
,kuushshaa,ADJ,
,shiishshiis,VV,
,.,PUN,
,..,..,
Sentence: 1775,Zino,ADV,
,nu,ADJ,
,citay,NP,
,banttana,PP,
,loohissiyagaara,NP,
,erettidosona,VV,
,.,PUN,
,..,..,
Sentence: 1776,Issi-issi,ADJ,
,yaray,NP,
,woriya,NN,
,shaakkiyogaa,VC,
,yuushuwan,NP,
,tobbiis,VV,
,.,PUN,
,..,..,
Sentence: 1777,Nuuni,PP,
,deree,NN,
,yaa7aappe,NP,
,kiyanaashin,VC,
,naageettees,VV,
,.,PUN,
,..,..,
Sentence: 1778,Allaanaa,ADJ,
,aqaabee,NN,
,bankkiya,ADJ,
,gadaawaa,NN,
,A,ADJ,
,allaallee,NP,
,kuushshaa,NN,
,demmaakko,VC,
,aggaakko,VC,
,oychchiis,VV,
,.,PUN,
,..,..,
Sentence: 1779,Nuunikka,PPC,
,imattatikka,NP,
,nu,ADJ,
,laggetussi,NP,
,silkkiya,NN,
,shocida,VV,
,.,PUN,
,..,..,
Sentence: 1780,Karee,NN,
,dooyettiyogaa,VC,
,doommiyode,ADV,
,nu,PP,
,ogiyan,NP,
,eqqida,VV,
,.,PUN,
,..,..,
Sentence: 1781,Baassi,NN,
,hagawu,ADV,
,yaanaassi,VC,
,naa77u,ADJ,
,qamma,NN,
,xalaalay,ADV,
,attiis,VV,
,.,PUN,
,..,..,
Sentence: 1782,Asi,NN,
,tumu,ADV,
,baynnabaa,VC,
,haasayiyode,VC,
,",",PUN,
,ne,PP,
,A,PP,
,karaasa,VC,
,ixxikko,ADV,
,dendduwa,NN,
,qociraasa,VV,
,.,PUN,
,..,..,
Sentence: 1783,Issi,AN,
,asi,NP,
,gaazeexaa,NN,
,nabbabiyode,ADV,
,",",PUN,
,neeni,PP,
,koshshiya,ADJ,
,oduwa,NN,
,qora,VC,
,qorada,VC,
,siya,VV,
,.,PUN,
,..,..,
Sentence: 1784,Heeraa,ADJ,
,baltteetay,NF,
,A,ADJ,
,bolli,POP,
,waassin,VC,
,ba,ADJ,
,keettaayeera,NF,
,ooyettiyogaa,VC,
,dochchin,VC,
,saruwan,NP,
,doosona,VV,
,.,PUN,
,..,..,
Sentence: 1785,Nu,PP,
,shuchchaa,ADJ,
,ayssiyagee,NP,
,deriya,PP,
,qofaa,NN,
,phalqqiyo,ADJCP,
,gishshawu,CJ,
,asay,NP,
,aani,PP,
,hemettana,NP,
,koyenna,VV,
,.,PUN,
,..,..,
Sentence: 1786,I,PM,
,hachchi,ADV,
,hachchi,ADV,
,tamaare,ADJ,
,keettaa,NN,
,bees,VM,
,.,PUN,
,..,..,
Sentence: 1787,A,PF,
,zino,ADV,
,laaxaa,NN,
,meennan,VC,
,takkido,VC,
,gishshawu,CJ,
,daafuraasu,VF,
,.,PUN,
,..,..,
Sentence: 1788,I,PM,
,ha77i,ADV,
,gaadiya,NN,
,goyyiiddi,VC,
,dees,VV,
,.,PUN,
,..,..,
Sentence: 1789,I,PM,
,wontto,ADV,
,wolqqaama,ADJ,
,oyshaa,NN,
,denttanawu,VI,
,dees,VM,
,.,PUN,
,..,..,
Sentence: 1790,Taani,PP,
,hachchi,ADV,
,heezzanttan,AN,
,yaana,VV,
,.,PUN,
,..,..,
Sentence: 1791,Taani,PP,
,kase,ADV,
,aginan,NP,
,Addisaabi,NP,
,baas,VV,
,.,PUN,
,..,..,
Sentence: 1792,Nuuni,PP,
,laaxaa,NN,
,wontta,ADV,
,miida,VV,
,.,PUN,
,..,..,
Sentence: 1793,Neeni,PP,
,zino,ADV,
,taassi,PP,
,wordduwa,NN,
,odadasa,VV,
,.,PUN,
,..,..,
Sentence: 1794,Intte,PP,
,Gifaataa,ADJ,
,booraa,NN,
,hiraysuwan,NP,
,shammideta,VV,
,.,PUN,
,..,..,
Sentence: 1795,Qolchchi,NM,
,zillaytti,ADV,
,maaraatooniya,ADJ,
,wottan,NP,
,xooniis,VV,
,.,PUN,
,..,..,
Sentence: 1796,A,PF,
,zino,ADV,
,ba,ADJ,
,ishaa,NM,
,bullachchaa,NN,
,baasu,VF,
,.,PUN,
,..,..,
Sentence: 1797,Eti,PP,
,nunaara,PPC,
,aahuwan,ADV,
,tobbidosona,VV,
,.,PUN,
,..,..,
Sentence: 1798,Baafanna,NF,
,gazziyan,NP,
,loytta,ADV,
,duraasu,VF,
,.,PUN,
,..,..,
Sentence: 1799,Korkkisi,NM,
,goshshaa,NN,
,wurssiis,VV,
,.,PUN,
,..,..,
Sentence: 1800,Nu,ADJ,
,shuchchaa,NN,
,huuphe,ADJ,
,gadaaway,NP,
,zillaytti,ADV,
,hayqqiis,VV,
,.,PUN,
,..,..,
Sentence: 1801,Kaaraa,NN,
,daddiya,ADJ,
,hiillanchchati,NP,
,ayfe,ADJ,
,parssuwa,NN,
,uyidosona,VV,
,.,PUN,
,..,..,
Sentence: 1802,Nu,ADJ,
,aawaa,NM,
,ishay,NP,
,sha7an,ADJCP,
,liiqiis,VV,
,.,PUN,
,..,..,
Sentence: 1803,Bataamoy,NP,
,pilaataa,ADJ,
,xayidi,VC,
,hachchi,ADJ,
,luxetta,ADJ,
,keettaa,NN,
,yibeenna,VV,
,.,PUN,
,..,..,
Sentence: 1804,Eti,PP,
,issoy-issuwara,PP,
,sigettibookkona,VV,
,.,PUN,
,..,..,
Sentence: 1805,Na7entta,ADJ,
,soy,NN,
,haaho,ADJ,
,gidiyo,VC,
,gishshawu,CJ,
,ooso,ADJ,
,man77iya,NN,
,gakkabeykku,VF,
,.,PUN,
,..,..,
Sentence: 1806,Eti,PP,
,nu,ADJ,
,bonchchuwa,NN,
,naagibookkona,VV,
,.,PUN,
,..,..,
Sentence: 1807,Nu,ADJ,
,la7atettaa,NN,
,de7uwassi,NP,
,I,ADJ,
,koyiyo,NN,
,peeshsha,ADJ,
,yarshshuwa,NN,
,qanxxibookko,VV,
,.,PUN,
,..,..,
Sentence: 1808,Zoree,ADJ,
,naata,NN,
,azallatettaappe,NP,
,kessiis,VV,
,.,PUN,
,..,..,
Sentence: 1809,Bitaniya,NM,
,utettaa,NN,
,daroy,ADJCP,
,woosawu,NP,
,efiis,VM,
,.,PUN,
,..,..,
Sentence: 1810,A,PF,
,xaliya,NN,
,maara,ADV,
,ekkaasu,VF,
,.,PUN,
,..,..,
Sentence: 1811,Seebbi,NM,
,danuwa,NN,
,oottishin,VC,
,xaacee,NN,
,puttu-giis,VV,
,.,PUN,
,..,..,
Sentence: 1812,Korootoy,NP,
,pudettaa,NN,
,eesotidi,ADV,
,kiyiis,VV,
,.,PUN,
,..,..,
Sentence: 1813,I,ADJ,
,ushshaa,NN,
,meeziyappe,NP,
,la7atettaa,NN,
,demmiis,VV,
,.,PUN,
,..,..,
Sentence: 1814,Nu,ADJ,
,shuchchaa,NN,
,aysoy,NP,
,hasttamu,AN,
,oosoy,NP,
,baynna,ADV,
,asaassi,NP,
,oosuwa,NN,
,medhdhiis,VV,
,.,PUN,
,..,..,
Sentence: 1815,Toora,ADJ,
,gadaaway,NP,
,ba,ADJ,
,morkkiyara,NN,
,garmaamettiis,VV,
,.,PUN,
,..,..,
Sentence: 1816,Zal77aanchay,NP,
,zillaytti,ADV,
,daro,ADJ,
,woriya,NN,
,demmiis,VV,
,.,PUN,
,..,..,
Sentence: 1817,Wottanchchay,NP,
,arggaacaa,NN,
,aattanawu,VC,
,naa77u,ADJ,
,gallassaa,NN,
,shemppiis,VV,
,.,PUN,
,..,..,
Sentence: 1818,Laa,PP,
,zino,ADV,
,ne,PP,
,awan,WHA,
,pee7adii,RV,
,?,PUN,
,..,..,
Sentence: 1819,Hachchigalla,NN,
,",",PUN,
,nu,PP,
,dere,ADJ,
,doonay,NP,
,daraphan,NP,
,beettibeennee,RV,
,?,PUN,
,..,..,
Sentence: 1820,Zillaytti,ADV,
,",",PUN,
,neeni,PP,
,tal77ido,ADJCP,
,acuwa,NN,
,he,PP,
,wode,ADV,
,zaarabeykkii,RV,
,?,PUN,
,..,..,
Sentence: 1821,Kase,ADJ,
,aginan,ADV,
,",",PUN,
,ayssi,WHA,
,shammiyobi,NP,
,ubbi,ADV,
,al77idee,RV,
,?,PUN,
,..,..,
Sentence: 1822,Kase,ADJ,
,badhdheesay,NP,
,ay,WHP,
,aginan,ADV,
,wodhdhidee,RV,
,?,PUN,
,..,..,
Sentence: 1823,Aadhdhida,ADV,
,hano,ADJ,
,wodee,ADV,
,bollaara,NP,
,nuuni,PP,
,qonccissido,VC,
,heezzu,AN,
,qofa,ADJ,
,qashotu,NP,
,qottaappe,NP,
,hara,ADJ,
,issuwakka,PPC,
,gujjees,VV,
,.,PUN,
,..,..,
Sentence: 1824,Hegeekka,ADV,
,gaasoyetta,NN,
,peeshuwa,NN,
,qottaa,NV,
,.,PUN,
,..,..,
Sentence: 1825,Gaasoyettaa,NN,
,giyogee,VC,
,gaaso,NP,
,gidanawu,VI,
,danddayiya,ADJ,
,uran,NP,
,amppidi,VC,
,ootissiyogaa,NN,
,woykko,CJ,
,issi,ADJ,
,uray,NP,
,hara,ADJ,
,uraa,NN,
,issibaa,PP,
,oottana,VC,
,mala,ADJ,
,denttettidi,VC,
,ootissiyogaa,NN,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 1826,Qassikka,ADV,
,naa77antto,ADJ,
,xekkan,NP,
,ha,PP,
,koyro,ADJ,
,denttettido,NP,
,izzaawu,PP,
,biidi,VC,
,bawu,ADJ,
,oottiyogaa,NN,
,aggidi,VC,
,hara,ADJ,
,naa77antto,ADJ,
,uraa,NN,
,denttettidi,VC,
,ootissikko,ADV,
,",",PUN,
,hegee,PP,
,daabula,ADJ,
,gaasoyettaa,NN,
,geetettees,VV,
,.,PUN,
,..,..,
Sentence: 1827,Kaallidi,ADV,
,imettida,ADJ,
,zaray,NP,
,gaasoyettaa,ADJ,
,peeshuwa,NN,
,qottaanne,NC,
,I,PP,
,immiyo,VC,
,go77aa,NN,
,qonccissidi,ADV,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 1828,A,ADJ,
,qoraphphuwa,NN,
,xeelliyagan,NP,
,loohaydda,ADV,
,takkaasu,VF,
,.,PUN,
,..,..,
Sentence: 1829,Zino,ADV,
,muume,ADJ,
,gallassaa,NN,
,taani,PP,
,so,ADJ,
,oosuwa,NN,
,xaafaydda,VC,
,pee7aas,VV,
,.,PUN,
,..,..,
Sentence: 1830,I,PP,
,ofinttan,ADV,
,gadiya,NN,
,duubbaliiddi,VC,
,shaacciis,VV,
,.,PUN,
,..,..,
Sentence: 1831,Zino-baynni,ADV,
,guuran,ADV,
,A,PF,
,maayuwa,NN,
,meeccaydda,VC,
,dawusu,VF,
,.,PUN,
,..,..,
Sentence: 1832,Aadhdhida,ADV,
,balgguwan,NP,
,nuuni,PP,
,kattaa,NN,
,zeriiddi,VC,
,takkida,VV,
,.,PUN,
,..,..,
Sentence: 1833,Dumma-dumma,ADJ,
,qofa,NN,
,qashota,NP,
,haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiya,NN,
,go7ettidi,VC,
,haasayanawu,VI,
,/,PUN,
,xaafanawu,VI,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 1834,Hegeetakka,ADV,
,heezzu,AN,
,ano,ADJ,
,qottatun,NP,
,shaakkanawu,VI,
,danddayettees,VV,
,:,PUN,
,eenotaa,NN,
,",",PUN,
,chii,INT,
,eenotaanne,NC,
,oysha,ADJ,
,qofa,NN,
,qashota,NV,
,.,PUN,
,..,..,
Sentence: 1835,ha,ADJ,
,heezzu,AN,
,qofa,NN,
,qashotunkka,NP,
,peeshotu,NP,
,qottay,NP,
,haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiya,NN,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 1836,Kaalliyagan,NP,
,hageetu,PP,
,qonccissuwa,NN,
,aahuwan,ADV,
,be7anawu,VI,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 1837,Haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiyan,NP,
,dumma,ADJ,
,dumma,ADJ,
,qottay,NP,
,de7iyo,VC,
,qofa,NN,
,qashota,NP,
,haasayanawu,VI,
,/,PUN,
,xaafanawu,VI,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 1838,ha,PP,
,nu,ADJ,
,qofa,NN,
,qashotikka,NP,
,eenota,NN,
,",",PUN,
,chii,INT,
,eenota,NN,
,woykko,CJ,
,oysha,NN,
,gidanawu,VI,
,danddayoosona,VV,
,.,PUN,
,..,..,
Sentence: 1839,Garssaara,ADV,
,imettida,VC,
,leemisoti,NP,
,eenota,NN,
,qofa,NN,
,qashota,NP,
,qoncciyan,ADV,
,bessoosona,VV,
,.,PUN,
,..,..,
Sentence: 1840,Aadhdhida,ADV,
,balgguwan,NP,
,",",PUN,
,Borssamoy,NM,
,daro,ADJ,
,mittaa,ADJ,
,puutiya,NN,
,tokkiiddi,VC,
,takkiis,VV,
,.,PUN,
,..,..,
Sentence: 1841,Aadhdhida,ADV,
,heezzu,ADJ,
,layttatun,NP,
,",",PUN,
,Toophphiya,ADJ,
,kawotettay,NP,
,aquwa,NN,
,dichchaa,NN,
,ehanawu,VI,
,baaxetiiddi,VC,
,gam77iis,VV,
,.,PUN,
,..,..,
Sentence: 1842,Kase,ADJ,
,laytta,NN,
,muumiya,NN,
,pilggettaa,NN,
,oottaydda,VC,
,takkaas,VV,
,.,PUN,
,..,..,
Sentence: 1843,Issi,ADJ,
,aginappe,NP,
,kase,ADV,
,",",PUN,
,inne,PPC,
,taanne,PPC,
,zawa,NN,
,gaasuwan,NP,
,palamettiiddi,VC,
,takkida,VV,
,.,PUN,
,..,..,
Sentence: 1844,Ha,ADJ,
,laytti,NP,
,doomettan,NP,
,issi,ADJ,
,agina,NN,
,gidiya,ADJ,
,wodiya,NN,
,",",PUN,
,shammiyobatu,NP,
,gatee,NN,
,gujjiiddi,VC,
,takkiis,VV,
,.,PUN,
,..,..,
Sentence: 1845,Haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiyan,NP,
,chii,INT,
,eenota,ADJ,
,qofa,NN,
,qashuwa,NN,
,haasayiyogee,VC,
,/,PUN,
,xaafiyogee,VC,
,nu,ADJ,
,doonaa,NN,
,seeraa,NN,
,eeshatuppe,NP,
,issuwa,ADJ,
,.,PUN,
,..,..,
Sentence: 1846,Hegaassi,ADV,
,gaasoykka,VC,
,nu,PP,
,ubbatoo,ADV,
,eenotaa,NN,
,xalla,ADV,
,haasayanawu,VI,
,/,PUN,
,xaafanawu,VI,
,danddayokko,VV,
,.,PUN,
,..,..,
Sentence: 1847,Nu,ADJ,
,haasayay,NP,
,/,PUN,
,xuufee,ADJ,
,maayettiyogaanne,NC,
,phalqqiyogaa,NP,
,ba,ADJ,
,garssan,ADV,
,oyqqidi,VC,
,qaaxiyogee,NP,
,assi,PP,
,attenna,ADJ,
,yoho,VV,
,.,PUN,
,..,..,
Sentence: 1848,Ane,INT,
,kaalliya,ADV,
,leemisota,NN,
,xeella,VV,
,.,PUN,
,..,..,
Sentence: 1849,I,PP,
,pilaataa,ADJ,
,xayido,VC,
,gaasuwan,ADV,
,",",PUN,
,bagga,ADJ,
,laytta,NN,
,muumiya,NN,
,luxetta,ADJ,
,keettaa,NN,
,yiiddi,VC,
,taakkibeena,VV,
,.,PUN,
,..,..,
Sentence: 1850,Oychchi,NM,
,zino,ADV,
,giyan,NP,
,zal77iidi,VC,
,pee7ibeenna,VV,
,.,PUN,
,..,..,
Sentence: 1851,Nu,ADJ,
,shuchchaa,ADJ,
,aasay,NP,
,laytta,NN,
,muumiya,NN,
,heera,NN,
,naaguwa,NN,
,oosuwa,NN,
,oottiiddi,VC,
,dookkona,VV,
,.,PUN,
,..,..,
Sentence: 1852,Hachchi,ADV,
,qammi,ADV,
,",",PUN,
,iray,NP,
,bukkiiddi,VC,
,aqibeenna,VV,
,.,PUN,
,..,..,
Sentence: 1853,Anttashsha,NF,
,yela,ADJ,
,denddoosaappe,NP,
,aadhdhida,ADV,
,usppun,AN,
,aginawu,NP,
,",",PUN,
,ba,ADJ,
,naatu,NP,
,geeshshatettaa,NN,
,naagaydda,VC,
,takkabeykku,VF,
,.,PUN,
,..,..,
Sentence: 1854,Haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiyan,NP,
,oysha,ADJ,
,qofa,NN,
,qasho,NP,
,haasaayidi,VC,
,/,PUN,
,xaafidi,VC,
,nu,ADJ,
,qofaa,NN,
,issoy-issuwara,PP,
,laammanawu,VI,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 1855,Gaasoykka,ADV,
,nuuni,PP,
,issoy-issuwara,PP,
,qofaa,NN,
,laammiyode,ADV,
,oychchiyogee,VC,
,woykko,CJ,
,oyshettiyogee,VC,
,attennabaa,VV,
,.,PUN,
,..,..,
Sentence: 1856,Hegaassikka,ADV,
,haniiddi,VC,
,takkida,VC,
,hano,ADJ,
,wodiyan,NP,
,de7iya,VC,
,oyshatussi,NP,
,ha,ADJ,
,qottay,NP,
,de7iyo,VC,
,qofa,NN,
,qashuwa,NN,
,go7ettiyogee,VC,
,nu,ADJ,
,doonaa,NN,
,seeran ,NP,
,wottin,ADV,
,diyabaa,VV,
,.,PUN,
,..,..,
Sentence: 1857,Ane,INT,
,kaalliya,ADV,
,leemisota,NN,
,wozanappe,NP,
,loyttada,ADV,
,xeella,VV,
,.,PUN,
,..,..,
Sentence: 1858,I,PP,
,zino,ADV,
,aadhdhida,ADV,
,heezzu,AN,
,giya,NN,
,ay,WHP,
,oottiiddi,VC,
,takkidee,RV,
,?,PUN,
,..,..,
Sentence: 1859,Aadhdhida,ADV,
,Bizza,ADJ,
,gallassi,NP,
,muumiya,NN,
,",",PUN,
,I,PP,
,iiraa,PP,
,ay,WHP,
,haassayiiddi,VC,
,pe7idaakko,VC,
,eray,RV,
,?,PUN,
,..,..,
Sentence: 1860,Nu,ADJ,
,zoreta,NN,
,keettan,NP,
,aadhdhida,ADV,
,heezzu,AN,
,gallassa,NN,
,konssoonoy,NP,
,ay,WHP,
,tobbiiddi,VC,
,taakkidee,RV,
,?,PUN,
,..,..,
Sentence: 1861,A,PF,
,zillaytta,ADV,
,muumiya,NN,
,zal77iyassi,NP,
,ay,WHP,
,keenaa,ADJ,
,woree,NN,
,beettiiddi,VC,
,diyakko,VC,
,erettii,RV,
,?,PUN,
,..,..,
Sentence: 1862,A,PP,
,ayssi,WHA,
,eranchchay,NP,
,zoridoogaa,VC,
,go7ettaydda,VC,
,takkabeykkee,RV,
,?,PUN,
,..,..,
Sentence: 1863,Ha,PP,
,hano,ADJ,
,wodee,NN,
,qofa,NN,
,qashuwan,NP,
,gelidi,VC,
,qonccissiyobati,VC,
,muleerakka,ADV,
,ha77i,ADV,
,wodiyappe,NP,
,kare,ADV,
,kiyanawu,VI,
,danddayokkonna,VV,
,.,PUN,
,..,..,
Sentence: 1864,Hegaa,PP,
,gishshawukka,CJ,
,ha,PP,
,hano,ADJ,
,wodiyan,NP,
,haasayettiya,NP,
,woykko,CJ,
,xaafettiya,NP,
,qofa,NN,
,qashoti,NP,
,ha,PP,
,hano,ADJ,
,wodiya,NN,
,malaatiya,ADJ,
,peeshota,NN,
,ekkoosona,VV,
,.,PUN,
,..,..,
Sentence: 1865,Leemisuwassi,NP,
,",",PUN,
,A,PM,
,galla-galla,ADJ,
,luxetta,ADJ,
,keettaa,NN,
,bawusu,VF,
,;,PUN,
,giya,ADJ,
,qofa,NN,
,qashuwan,NP,
,bawusu,VF,
,giya,ADJ,
,peeshoy,NP,
,ha77i,ADV,
,wodiyan,NP,
,simeretti,VC,
,haniiddi,VC,
,de7iya,VC,
,hanotaa,NN,
,qonccissees,VV,
,.,PUN,
,..,..,
Sentence: 1866,Hegaadankka,ADV,
,",",PUN,
,Eti,PP,
,laaxaa,NN,
,miiddi,VC,
,doosona,VV,
,.,PUN,
,giya,ADJ,
,qofa,NN,
,qashuwan,NP,
,miiddi,VC,
,doosona,VC,
,giya,ADJ,
,peeshoy,NP,
,ha77i,ADV,
,ha,PP,
,wodiyan,NP,
,haniiddi,VC,
,de7iya,VC,
,hanotaa,NN,
,qonccissees,VV,
,.,PUN,
,..,..,
Sentence: 1867,Hegaa,PP,
,gishshawu,CJ,
,",",PUN,
,ha77i,ADV,
,hano,ADJ,
,wodiya,NN,
,naa77u,AN,
,daashshan,NP,
,shaakkidi,VC,
,be7ana,VC,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 1868,Kaalliya,ADV,
,sima,ADJ,
,menttoti,NP,
,hegaa,ADJ,
,qoncciyan,NP,
,bessoosona,VV,
,.,PUN,
,..,..,
Sentence: 1869,Ha,PP,
,hano,ADJ,
,wodee,NN,
,ha77i,ADV,
,polettiyabata,VC,
,peeshotun,NP,
,malaatiyobaa,VC,
,gididi,VC,
,heezzu,AN,
,go77aa,NN,
,immees,VV,
,.,PUN,
,..,..,
Sentence: 1870,Hegeetikka,ADV,
,mule,ADJ,
,tumaa,NN,
,",",PUN,
,simeretto,ADJCP,
,hanotatanne,NC,
,sinttawu,VI,
,attennan,NP,
,polettiyabata,VV,
,.,PUN,
,..,..,
Sentence: 1871,Mule,ADJ,
,tumaa,NN,
,hanota,NN,
,giyobati,VC,
,ubbatookka,ADV,
,laamettennan,ADJCP,
,de7iigiyabata,VV,
,.,PUN,
,..,..,
Sentence: 1872,Hegaassikka,ADV,
,eta,PP,
,nuuni,PP,
,haasayiyode,VC,
,/,PUN,
,xaafiyode,VC,
,yeda,ADJ,
,ha77i,ADV,
,hano,ADJ,
,wode,NN,
,xalaala,ADV,
,go7etteettees,VV,
,.,PUN,
,Kaalliya,ADJ,
,leemisota,NN,
,akeekan,ADV,
,xeella,VV,
,.,PUN,
,..,..,
Sentence: 1873,Away,NP,
,Arshshoora,NP,
,dolees,VV,
,.,PUN,
,..,..,
Sentence: 1874,Maxinee,NN,
,haattan,NP,
,gelidi,ADV,
,maashees,VV,
,.,PUN,
,..,..,
Sentence: 1875,Oyssay,NP,
,awan,NP,
,seerees,VV,
,.,PUN,
,..,..,
Sentence: 1876,Asa,ADJ,
,na7i,NP,
,ubbi,ADV,
,hayqqees,VV,
,.,PUN,
,..,..,
Sentence: 1877,Carkkoy,NP,
,cucumettenna,VV,
,.,PUN,
,..,..,
Sentence: 1878,Naa77anttoy,NP,
,",",PUN,
,yeda,ADJ,
,ha77i,ADV,
,hano,ADJ,
,wodiya,NN,
,qonccissiyay,VC,
,simeretto,VC,
,hanotaa,NV,
,.,PUN,
,..,..,
Sentence: 1879,Hegeetikka,PPC,
,simmi,ADV,
,simmi,ADV,
,haniyabaassi,NP,
,go7ettiyo,VC,
,ha77i,ADV,
,hano,ADJ,
,wode,NV,
,.,PUN,
,..,..,
Sentence: 1880,Ha,PP,
,simmi,ADV,
,simmi,ADV,
,haniyabati,NP,
,dumma,ADJ,
,dumma,ADJ,
,zaareto,NP,
,penqqotun,NP,
,qonccanawu,VI,
,danddayoosona,VV,
,.,PUN,
,..,..,
Sentence: 1881,Ha,ADJ,
,penqqotikka,NP,
,ubba,ADJ,
,galla,NN,
,",",PUN,
,issitoo,ADV,
,issitoo,ADV,
,",",PUN,
,aadhdhi,ADV,
,aadhdhi,ADV,
,",",PUN,
,galla-galla,ADJ,
,",",PUN,
,ubbatoo,ADV,
,",",PUN,
,muletoo,ADV,
,",",PUN,
,aginan,NP,
,aginan,NP,
,",",PUN,
,layttan,NP,
,issitoo,ADV,
,h.h.m.,NN,
,Xadeera,ADV,
,imettida,VC,
,leemisotu,NP,
,hagaa,PP,
,qonccissoosona,VV,
,.,PUN,
,..,..,
Sentence: 1882,Nuuni,PP,
,galla-galla,ADJ,
,Wolayttatuwa,NN,
,luxeettees,VV,
,.,PUN,
,..,..,
Sentence: 1883,Mino,ADJ,
,goshshanchchay,NP,
,ubba,ADJ,
,galla,NN,
,guuran,ADV,
,denddidi,VC,
,ba,ADJ,
,gadiya,NN,
,goyees,VV,
,.,PUN,
,..,..,
Sentence: 1884,Ta,PP,
,issi,AN,
,gallakka,NP,
,tukke,NN,
,uyennan,NP,
,pee7a,ADV,
,erikke,VV,
,.,PUN,
,..,..,
Sentence: 1885,Qeera,ADV,
,naati,NP,
,ubba,ADJ,
,galla,NN,
,kaa77iiddi,VC,
,pee7oosona,VV,
,.,PUN,
,..,..,
Sentence: 1886,Danssi,NM,
,bari,ADJ,
,aawaa,NM,
,aginan,ADV,
,aginan,ADV,
,miishshan,NP,
,kaafees,VV,
,.,PUN,
,..,..,
Sentence: 1887,Hezzanttoy,AN,
,",",PUN,
,sinttappe,ADV,
,attennan,ADJCP,
,polettiyabaa,NN,
,qonccissiya,NN,
,yeda,ADJ,
,ha77i,ADV,
,hano,ADJ,
,wodiya,NP,
,.,PUN,
,..,..,
Sentence: 1888,Ha,PP,
,hano,ADJ,
,wodiya,NN,
,go7ettidi,VC,
,sinttawu,ADV,
